citations_fetched,id,published,publisher,source,categories,pdf_url,doi,title,abstract,all_categories,authors,citations
,http://arxiv.org/abs/2103.00366v2,2021-02-28T01:10:09Z,,arXiv,q-fin.ST,http://arxiv.org/pdf/2103.00366v2.pdf,2103.00366v2,Confronting Machine Learning With Financial Research,"This study aims to examine the challenges and applications of machine learning for financial research. Machine learning algorithms have been developed for certain data environments which substantially differ from the one we encounter in finance. Not only do difficulties arise due to some of the idiosyncrasies of financial markets, there is a fundamental tension between the underlying paradigm of machine learning and the research philosophy in financial economics. Given the peculiar features of financial markets and the empirical framework within social science, various adjustments have to be made to the conventional machine learning methodology. We discuss some of the main challenges of machine learning in finance and examine how these could be accounted for. Despite some of the challenges, we argue that machine learning could be unified with financial research to become a robust complement to the econometrician's toolbox. Moreover, we discuss the various applications of machine learning in the research process such as estimation, empirical discovery, testing, causal inference and prediction.","q-fin.ST, cs.LG, econ.EM","Kristof Lommers, Ouns El Harzli, Jack Kim",[]
,http://arxiv.org/abs/1505.06614v1,2015-05-25T13:02:32Z,,arXiv,stat.ML,http://arxiv.org/pdf/1505.06614v1.pdf,1505.06614v1,Electre Tri-Machine Learning Approach to the Record Linkage Problem,"In this short paper, the Electre Tri-Machine Learning Method, generally used to solve ordinal classification problems, is proposed for solving the Record Linkage problem. Preliminary experimental results show that, using the Electre Tri method, high accuracy can be achieved and more than 99% of the matches and nonmatches were correctly identified by the procedure.","stat.ML, cs.LG","Renato De Leone, Valentina Minnetti",[]
,http://arxiv.org/abs/1804.11238v1,2018-03-27T15:10:31Z,,arXiv,cs.CR,http://arxiv.org/pdf/1804.11238v1.pdf,1804.11238v1,Privacy Preserving Machine Learning: Threats and Solutions,"For privacy concerns to be addressed adequately in current machine learning systems, the knowledge gap between the machine learning and privacy communities must be bridged. This article aims to provide an introduction to the intersection of both fields with special emphasis on the techniques used to protect the data.","cs.CR, cs.LG","Mohammad Al-Rubaie, J. Morris Chang",[]
,http://arxiv.org/abs/2101.12097v1,2021-01-28T16:34:04Z,,arXiv,cs.LG,http://arxiv.org/pdf/2101.12097v1.pdf,2101.12097v1,Adversarial Machine Learning Attacks on Condition-Based Maintenance   Capabilities,"Condition-based maintenance (CBM) strategies exploit machine learning models to assess the health status of systems based on the collected data from the physical environment, while machine learning models are vulnerable to adversarial attacks. A malicious adversary can manipulate the collected data to deceive the machine learning model and affect the CBM system's performance. Adversarial machine learning techniques introduced in the computer vision domain can be used to make stealthy attacks on CBM systems by adding perturbation to data to confuse trained models. The stealthy nature causes difficulty and delay in detection of the attacks. In this paper, adversarial machine learning in the domain of CBM is introduced. A case study shows how adversarial machine learning can be used to attack CBM capabilities. Adversarial samples are crafted using the Fast Gradient Sign method, and the performance of a CBM system under attack is investigated. The obtained results reveal that CBM systems are vulnerable to adversarial machine learning attacks and defense strategies need to be considered.","cs.LG, cs.AI, cs.CR",Hamidreza Habibollahi Najaf Abadi,[]
,http://arxiv.org/abs/2108.09664v1,2021-08-22T08:23:30Z,,arXiv,quant-ph,http://arxiv.org/pdf/2108.09664v1.pdf,10.1209/0295-5075/132/60004,New Trends in Quantum Machine Learning,"Here we will give a perspective on new possible interplays between Machine Learning and Quantum Physics, including also practical cases and applications. We will explore the ways in which machine learning could benefit from new quantum technologies and algorithms to find new ways to speed up their computations by breakthroughs in physical hardware, as well as to improve existing models or devise new learning schemes in the quantum domain. Moreover, there are lots of experiments in quantum physics that do generate incredible amounts of data and machine learning would be a great tool to analyze those and make predictions, or even control the experiment itself. On top of that, data visualization techniques and other schemes borrowed from machine learning can be of great use to theoreticians to have better intuition on the structure of complex manifolds or to make predictions on theoretical models. This new research field, named as Quantum Machine Learning, is very rapidly growing since it is expected to provide huge advantages over its classical counterpart and deeper investigations are timely needed since they can be already tested on the already commercially available quantum machines.","quant-ph, cond-mat.dis-nn, cs.LG, stat.ML","Lorenzo Buffoni, Filippo Caruso",[]
,http://arxiv.org/abs/1811.04871v1,2018-11-12T17:32:24Z,,arXiv,cs.LG,http://arxiv.org/pdf/1811.04871v1.pdf,1811.04871v1,Characterizing machine learning process: A maturity framework,"Academic literature on machine learning modeling fails to address how to make machine learning models work for enterprises. For example, existing machine learning processes cannot address how to define business use cases for an AI application, how to convert business requirements from offering managers into data requirements for data scientists, and how to continuously improve AI applications in term of accuracy and fairness, and how to customize general purpose machine learning models with industry, domain, and use case specific data to make them more accurate for specific situations etc. Making AI work for enterprises requires special considerations, tools, methods and processes. In this paper we present a maturity framework for machine learning model lifecycle management for enterprises. Our framework is a re-interpretation of the software Capability Maturity Model (CMM) for machine learning model development process. We present a set of best practices from our personal experience of building large scale real-world machine learning models to help organizations achieve higher levels of maturity independent of their starting point.","cs.LG, cs.SE","Rama Akkiraju, Vibha Sinha, Anbang Xu, Jalal Mahmud, Pritam Gundecha, Zhe Liu, Xiaotong Liu, John Schumacher",[]
,http://arxiv.org/abs/1811.11669v1,2018-11-28T16:49:37Z,,arXiv,cs.LG,http://arxiv.org/pdf/1811.11669v1.pdf,1811.11669v1,Towards Identifying and Managing Sources of Uncertainty in AI and   Machine Learning Models - An Overview,Quantifying and managing uncertainties that occur when data-driven models such as those provided by AI and machine learning methods are applied is crucial. This whitepaper provides a brief motivation and first overview of the state of the art in identifying and quantifying sources of uncertainty for data-driven components as well as means for analyzing their impact.,"cs.LG, stat.ML, 68T01",Michael Kläs,[]
,http://arxiv.org/abs/1812.10398v2,2018-12-21T03:29:09Z,,arXiv,cs.CY,http://arxiv.org/pdf/1812.10398v2.pdf,1812.10398v2,Proceedings of NeurIPS 2018 Workshop on Machine Learning for the   Developing World: Achieving Sustainable Impact,"This is the Proceedings of NeurIPS 2018 Workshop on Machine Learning for the Developing World: Achieving Sustainable Impact, held in Montreal, Canada on December 8, 2018","cs.CY, cs.AI, cs.LG, stat.ML","Maria De-Arteaga, Amanda Coston, William Herlands",[]
,http://arxiv.org/abs/1904.01957v1,2019-04-02T09:37:44Z,,arXiv,cs.AI,http://arxiv.org/pdf/1904.01957v1.pdf,1904.01957v1,A Game of Dice: Machine Learning and the Question Concerning Art,"We review some practical and philosophical questions raised by the use of machine learning in creative practice. Beyond the obvious problems regarding plagiarism and authorship, we argue that the novelty in AI Art relies mostly on a narrow machine learning contribution : manifold approximation. Nevertheless, this contribution creates a radical shift in the way we have to consider this movement. Is this omnipotent tool a blessing or a curse for the artists?","cs.AI, cs.LG",Paul Todorov,[]
,http://arxiv.org/abs/2005.00478v3,2020-05-01T16:40:25Z,,arXiv,cs.LG,http://arxiv.org/pdf/2005.00478v3.pdf,2005.00478v3,DriveML: An R Package for Driverless Machine Learning,"In recent years, the concept of automated machine learning has become very popular. Automated Machine Learning (AutoML) mainly refers to the automated methods for model selection and hyper-parameter optimization of various algorithms such as random forests, gradient boosting, neural networks, etc. In this paper, we introduce a new package i.e. DriveML for automated machine learning. DriveML helps in implementing some of the pillars of an automated machine learning pipeline such as automated data preparation, feature engineering, model building and model explanation by running the function instead of writing lengthy R codes. The DriveML package is available in CRAN. We compare the DriveML package with other relevant packages in CRAN/Github and find that DriveML performs the best across different parameters. We also provide an illustration by applying the DriveML package with default configuration on a real world dataset. Overall, the main benefits of DriveML are in development time savings, reduce developer's errors, optimal tuning of machine learning models and reproducibility.","cs.LG, stat.ML","Sayan Putatunda, Dayananda Ubrangala, Kiran Rama, Ravi Kondapalli",[]
,http://arxiv.org/abs/2006.01387v2,2020-06-02T04:36:50Z,,arXiv,stat.ML,http://arxiv.org/pdf/2006.01387v2.pdf,2006.01387v2,A combinatorial conjecture from PAC-Bayesian machine learning,We present a proof of a combinatorial conjecture from the second author's Ph.D. thesis. The proof relies on binomial and multinomial sums identities. We also discuss the relevance of the conjecture in the context of PAC-Bayesian machine learning.,"stat.ML, cs.LG, math.CO","M. Younsi, A. Lacasse",[]
,http://arxiv.org/abs/2006.02619v1,2020-06-04T02:35:10Z,,arXiv,physics.comp-ph,http://arxiv.org/pdf/2006.02619v1.pdf,2006.02619v1,Integrating Machine Learning with Physics-Based Modeling,"Machine learning is poised as a very powerful tool that can drastically improve our ability to carry out scientific research. However, many issues need to be addressed before this becomes a reality. This article focuses on one particular issue of broad interest: How can we integrate machine learning with physics-based modeling to develop new interpretable and truly reliable physical models? After introducing the general guidelines, we discuss the two most important issues for developing machine learning-based physical models: Imposing physical constraints and obtaining optimal datasets. We also provide a simple and intuitive explanation for the fundamental reasons behind the success of modern machine learning, as well as an introduction to the concurrent machine learning framework needed for integrating machine learning with physics-based modeling. Molecular dynamics and moment closure of kinetic equations are used as examples to illustrate the main issues discussed. We end with a general discussion on where this integration will lead us to, and where the new frontier will be after machine learning is successfully integrated into scientific modeling.","physics.comp-ph, cs.LG, cs.NA, math.NA","Weinan E, Jiequn Han, Linfeng Zhang",[]
,http://arxiv.org/abs/2006.07237v1,2020-06-12T14:40:46Z,,arXiv,cs.LG,http://arxiv.org/pdf/2006.07237v1.pdf,2006.07237v1,Power Consumption Variation over Activation Functions,"The power that machine learning models consume when making predictions can be affected by a model's architecture. This paper presents various estimates of power consumption for a range of different activation functions, a core factor in neural network model architecture design. Substantial differences in hardware performance exist between activation functions. This difference informs how power consumption in machine learning models can be reduced.","cs.LG, cs.NE, stat.ML",Leon Derczynski,[]
,http://arxiv.org/abs/2006.12270v1,2020-06-22T14:05:31Z,,arXiv,quant-ph,http://arxiv.org/pdf/2006.12270v1.pdf,2006.12270v1,Classification with Quantum Machine Learning: A Survey,"Due to the superiority and noteworthy progress of Quantum Computing (QC) in a lot of applications such as cryptography, chemistry, Big data, machine learning, optimization, Internet of Things (IoT), Blockchain, communication, and many more. Fully towards to combine classical machine learning (ML) with Quantum Information Processing (QIP) to build a new field in the quantum world is called Quantum Machine Learning (QML) to solve and improve problems that displayed in classical machine learning (e.g. time and energy consumption, kernel estimation). The aim of this paper presents and summarizes a comprehensive survey of the state-of-the-art advances in Quantum Machine Learning (QML). Especially, recent QML classification works. Also, we cover about 30 publications that are published lately in Quantum Machine Learning (QML). we propose a classification scheme in the quantum world and discuss encoding methods for mapping classical data to quantum data. Then, we provide quantum subroutines and some methods of Quantum Computing (QC) in improving performance and speed up of classical Machine Learning (ML). And also some of QML applications in various fields, challenges, and future vision will be presented.","quant-ph, cs.LG","Zainab Abohashima, Mohamed Elhosen, Essam H. Houssein, Waleed M. Mohamed",[]
,http://arxiv.org/abs/2009.14596v1,2020-09-23T23:16:46Z,,arXiv,math.NA,http://arxiv.org/pdf/2009.14596v1.pdf,10.4208/cicp.oa-2020-0185,Machine Learning and Computational Mathematics,"Neural network-based machine learning is capable of approximating functions in very high dimension with unprecedented efficiency and accuracy. This has opened up many exciting new possibilities, not just in traditional areas of artificial intelligence, but also in scientific computing and computational science. At the same time, machine learning has also acquired the reputation of being a set of ""black box"" type of tricks, without fundamental principles. This has been a real obstacle for making further progress in machine learning. In this article, we try to address the following two very important questions: (1) How machine learning has already impacted and will further impact computational mathematics, scientific computing and computational science? (2) How computational mathematics, particularly numerical analysis, {can} impact machine learning? We describe some of the most important progress that has been made on these issues. Our hope is to put things into a perspective that will help to integrate machine learning with computational mathematics.","math.NA, cs.LG, cs.NA, stat.ML, 68T07, 46E15, 26B35, 26B40",Weinan E,[]
,http://arxiv.org/abs/2011.04328v1,2020-11-09T10:50:50Z,,arXiv,cs.LG,http://arxiv.org/pdf/2011.04328v1.pdf,2011.04328v1,Risk Assessment for Machine Learning Models,"In this paper we propose a framework for assessing the risk associated with deploying a machine learning model in a specified environment. For that we carry over the risk definition from decision theory to machine learning. We develop and implement a method that allows to define deployment scenarios, test the machine learning model under the conditions specified in each scenario, and estimate the damage associated with the output of the machine learning model under test. Using the likelihood of each scenario together with the estimated damage we define \emph{key risk indicators} of a machine learning model.   The definition of scenarios and weighting by their likelihood allows for standardized risk assessment in machine learning throughout multiple domains of application. In particular, in our framework, the robustness of a machine learning model to random input corruptions, distributional shifts caused by a changing environment, and adversarial perturbations can be assessed.","cs.LG, cs.AI","Paul Schwerdtner, Florens Greßner, Nikhil Kapoor, Felix Assion, René Sass, Wiebke Günther, Fabian Hüger, Peter Schlicht",[]
,http://arxiv.org/abs/2201.12428v1,2022-01-28T21:33:31Z,,arXiv,cs.LG,http://arxiv.org/pdf/2201.12428v1.pdf,2201.12428v1,Systematic Training and Testing for Machine Learning Using Combinatorial   Interaction Testing,"This paper demonstrates the systematic use of combinatorial coverage for selecting and characterizing test and training sets for machine learning models. The presented work adapts combinatorial interaction testing, which has been successfully leveraged in identifying faults in software testing, to characterize data used in machine learning. The MNIST hand-written digits data is used to demonstrate that combinatorial coverage can be used to select test sets that stress machine learning model performance, to select training sets that lead to robust model performance, and to select data for fine-tuning models to new domains. Thus, the results posit combinatorial coverage as a holistic approach to training and testing for machine learning. In contrast to prior work which has focused on the use of coverage in regard to the internal of neural networks, this paper considers coverage over simple features derived from inputs and outputs. Thus, this paper addresses the case where the supplier of test and training sets for machine learning models does not have intellectual property rights to the models themselves. Finally, the paper addresses prior criticism of combinatorial coverage and provides a rebuttal which advocates the use of coverage metrics in machine learning applications.","cs.LG, cs.SE, stat.ML","Tyler Cody, Erin Lanus, Daniel D. Doyle, Laura Freeman",[]
,http://arxiv.org/abs/2205.00210v1,2022-04-30T08:47:10Z,,arXiv,cs.SE,http://arxiv.org/pdf/2205.00210v1.pdf,10.1609/aaai.v34i09.7084,Software Testing for Machine Learning,"Machine learning has become prevalent across a wide variety of applications. Unfortunately, machine learning has also shown to be susceptible to deception, leading to errors, and even fatal failures. This circumstance calls into question the widespread use of machine learning, especially in safety-critical applications, unless we are able to assure its correctness and trustworthiness properties. Software verification and testing are established technique for assuring such properties, for example by detecting errors. However, software testing challenges for machine learning are vast and profuse - yet critical to address. This summary talk discusses the current state-of-the-art of software testing for machine learning. More specifically, it discusses six key challenge areas for software testing of machine learning systems, examines current approaches to these challenges and highlights their limitations. The paper provides a research agenda with elaborated directions for making progress toward advancing the state-of-the-art on testing of machine learning.","cs.SE, cs.AI, cs.LG","Dusica Marijan, Arnaud Gotlieb",[]
,http://arxiv.org/abs/2205.09488v1,2022-05-02T02:42:16Z,,arXiv,cs.SE,http://arxiv.org/pdf/2205.09488v1.pdf,2205.09488v1,PSI Draft Specification,"This document presents the draft specification for delivering machine learning services over HTTP, developed as part of the Protocols and Structures for Inference project, which concluded in 2013. It presents the motivation for providing machine learning as a service, followed by a description of the essential and optional components of such a service.","cs.SE, cs.LG, cs.NI","Mark Reid, James Montgomery, Barry Drake, Avraham Ruderman",[]
,http://arxiv.org/abs/2207.05548v1,2022-07-12T14:17:58Z,,arXiv,cs.CR,http://arxiv.org/pdf/2207.05548v1.pdf,10.1109/msec.2022.3182356,Practical Attacks on Machine Learning: A Case Study on Adversarial   Windows Malware,"While machine learning is vulnerable to adversarial examples, it still lacks systematic procedures and tools for evaluating its security in different application contexts. In this article, we discuss how to develop automated and scalable security evaluations of machine learning using practical attacks, reporting a use case on Windows malware detection.","cs.CR, cs.LG","Luca Demetrio, Battista Biggio, Fabio Roli",[]
,http://arxiv.org/abs/2207.13596v2,2022-07-27T15:55:05Z,,arXiv,cs.LG,http://arxiv.org/pdf/2207.13596v2.pdf,2207.13596v2,Fairness and Randomness in Machine Learning: Statistical Independence   and Relativization,"Fair Machine Learning endeavors to prevent unfairness arising in the context of machine learning applications embedded in society. Despite the variety of definitions of fairness and proposed ""fair algorithms"", there remain unresolved conceptual problems regarding fairness. In this paper, we dissect the role of statistical independence in fairness and randomness notions regularly used in machine learning. Thereby, we are led to a suprising hypothesis: randomness and fairness can be considered equivalent concepts in machine learning.   In particular, we obtain a relativized notion of randomness expressed as statistical independence by appealing to Von Mises' century-old foundations for probability. This notion turns out to be ""orthogonal"" in an abstract sense to the commonly used i.i.d.-randomness. Using standard fairness notions in machine learning, which are defined via statistical independence, we then link the ex ante randomness assumptions about the data to the ex post requirements for fair predictions. This connection proves fruitful: we use it to argue that randomness and fairness are essentially relative and that both concepts should reflect their nature as modeling assumptions in machine learning.","cs.LG, cs.CY","Rabanus Derr, Robert C. Williamson",[]
,http://arxiv.org/abs/2208.10463v1,2022-08-22T17:33:59Z,,arXiv,cs.LG,http://arxiv.org/pdf/2208.10463v1.pdf,2208.10463v1,Survey of Machine Learning Techniques To Predict Heartbeat Arrhythmias,"Many works in biomedical computer science research use machine learning techniques to give accurate results. However, these techniques may not be feasible for real-time analysis of data pulled from live hospital feeds. In this project, different machine learning techniques are compared from various sources to find one that provides not only high accuracy but also low latency and memory overhead to be used in real-world health care systems.","cs.LG, eess.SP",Samuel Armstrong,[]
,http://arxiv.org/abs/2209.06529v1,2022-09-14T10:07:44Z,,arXiv,cs.LG,http://arxiv.org/pdf/2209.06529v1.pdf,10.1109/msec.2022.3178187,Data Privacy and Trustworthy Machine Learning,"The privacy risks of machine learning models is a major concern when training them on sensitive and personal data. We discuss the tradeoffs between data privacy and the remaining goals of trustworthy machine learning (notably, fairness, robustness, and explainability).","cs.LG, cs.CR","Martin Strobel, Reza Shokri",[]
,http://arxiv.org/abs/2212.13988v1,2022-12-12T02:40:51Z,,arXiv,cs.CR,http://arxiv.org/pdf/2212.13988v1.pdf,2212.13988v1,Machine Learning for Detecting Malware in PE Files,"The increasing number of sophisticated malware poses a major cybersecurity threat. Portable executable (PE) files are a common vector for such malware. In this work we review and evaluate machine learning-based PE malware detection techniques. Using a large benchmark dataset, we evaluate features of PE files using the most common machine learning techniques to detect malware.","cs.CR, cs.LG","Collin Connors, Dilip Sarkar",[]
,http://arxiv.org/abs/2303.13735v1,2023-03-24T01:39:56Z,,arXiv,cs.SE,http://arxiv.org/pdf/2303.13735v1.pdf,2303.13735v1,An investigation of licensing of datasets for machine learning based on   the GQM model,"Dataset licensing is currently an issue in the development of machine learning systems. And in the development of machine learning systems, the most widely used are publicly available datasets. However, since the images in the publicly available dataset are mainly obtained from the Internet, some images are not commercially available. Furthermore, developers of machine learning systems do not often care about the license of the dataset when training machine learning models with it. In summary, the licensing of datasets for machine learning systems is in a state of incompleteness in all aspects at this stage.   Our investigation of two collection datasets revealed that most of the current datasets lacked licenses, and the lack of licenses made it impossible to determine the commercial availability of the datasets. Therefore, we decided to take a more scientific and systematic approach to investigate the licensing of datasets and the licensing of machine learning systems that use the dataset to make it easier and more compliant for future developers of machine learning systems.","cs.SE, cs.CY, cs.LG","Junyu Chen, Norihiro Yoshida, Hiroaki Takada",[]
,http://arxiv.org/abs/2403.02467v1,2024-03-04T20:28:28Z,,arXiv,econ.EM,http://arxiv.org/pdf/2403.02467v1.pdf,2403.02467v1,Applied Causal Inference Powered by ML and AI,"An introduction to the emerging fusion of machine learning and causal inference. The book presents ideas from classical structural equation models (SEMs) and their modern AI equivalent, directed acyclical graphs (DAGs) and structural causal models (SCMs), and covers Double/Debiased Machine Learning methods to do inference in such models using modern predictive tools.","econ.EM, cs.LG, stat.ME, stat.ML","Victor Chernozhukov, Christian Hansen, Nathan Kallus, Martin Spindler, Vasilis Syrgkanis",[]
,http://arxiv.org/abs/2009.08497v1,2020-09-17T18:47:06Z,,arXiv,cs.LG,http://arxiv.org/pdf/2009.08497v1.pdf,2009.08497v1,The Next Big Thing(s) in Unsupervised Machine Learning: Five Lessons   from Infant Learning,"After a surge in popularity of supervised Deep Learning, the desire to reduce the dependence on curated, labelled data sets and to leverage the vast quantities of unlabelled data available recently triggered renewed interest in unsupervised learning algorithms. Despite a significantly improved performance due to approaches such as the identification of disentangled latent representations, contrastive learning, and clustering optimisations, the performance of unsupervised machine learning still falls short of its hypothesised potential. Machine learning has previously taken inspiration from neuroscience and cognitive science with great success. However, this has mostly been based on adult learners with access to labels and a vast amount of prior knowledge. In order to push unsupervised machine learning forward, we argue that developmental science of infant cognition might hold the key to unlocking the next generation of unsupervised learning approaches. Conceptually, human infant learning is the closest biological parallel to artificial unsupervised learning, as infants too must learn useful representations from unlabelled data. In contrast to machine learning, these new representations are learned rapidly and from relatively few examples. Moreover, infants learn robust representations that can be used flexibly and efficiently in a number of different tasks and contexts. We identify five crucial factors enabling infants' quality and speed of learning, assess the extent to which these have already been exploited in machine learning, and propose how further adoption of these factors can give rise to previously unseen performance levels in unsupervised learning.","cs.LG, cs.AI, cs.CV, cs.NE","Lorijn Zaadnoordijk, Tarek R. Besold, Rhodri Cusack",[]
,http://arxiv.org/abs/2004.11149v7,2020-04-17T03:11:08Z,,arXiv,cs.LG,http://arxiv.org/pdf/2004.11149v7.pdf,2004.11149v7,A Comprehensive Overview and Survey of Recent Advances in Meta-Learning,"This article reviews meta-learning also known as learning-to-learn which seeks rapid and accurate model adaptation to unseen tasks with applications in highly automated AI, few-shot learning, natural language processing and robotics. Unlike deep learning, meta-learning can be applied to few-shot high-dimensional datasets and considers further improving model generalization to unseen tasks. Deep learning is focused upon in-sample prediction and meta-learning concerns model adaptation for out-of-sample prediction. Meta-learning can continually perform self-improvement to achieve highly autonomous AI. Meta-learning may serve as an additional generalization block complementary for original deep learning model. Meta-learning seeks adaptation of machine learning models to unseen tasks which are vastly different from trained tasks. Meta-learning with coevolution between agent and environment provides solutions for complex tasks unsolvable by training from scratch. Meta-learning methodology covers a wide range of great minds and thoughts. We briefly introduce meta-learning methodologies in the following categories: black-box meta-learning, metric-based meta-learning, layered meta-learning and Bayesian meta-learning framework. Recent applications concentrate upon the integration of meta-learning with other machine learning framework to provide feasible integrated problem solutions. We briefly present recent meta-learning advances and discuss potential future research directions.","cs.LG, stat.ML",Huimin Peng,[]
,http://arxiv.org/abs/1606.08531v1,2016-06-28T01:43:38Z,,arXiv,cs.AI,http://arxiv.org/pdf/1606.08531v1.pdf,1606.08531v1,A Learning Algorithm for Relational Logistic Regression: Preliminary   Results,"Relational logistic regression (RLR) is a representation of conditional probability in terms of weighted formulae for modelling multi-relational data. In this paper, we develop a learning algorithm for RLR models. Learning an RLR model from data consists of two steps: 1- learning the set of formulae to be used in the model (a.k.a. structure learning) and learning the weight of each formula (a.k.a. parameter learning). For structure learning, we deploy Schmidt and Murphy's hierarchical assumption: first we learn a model with simple formulae, then more complex formulae are added iteratively only if all their sub-formulae have proven effective in previous learned models. For parameter learning, we convert the problem into a non-relational learning problem and use an off-the-shelf logistic regression learning algorithm from Weka, an open-source machine learning tool, to learn the weights. We also indicate how hidden features about the individuals can be incorporated into RLR to boost the learning performance. We compare our learning algorithm to other structure and parameter learning algorithms in the literature, and compare the performance of RLR models to standard logistic regression and RDN-Boost on a modified version of the MovieLens data-set.","cs.AI, cs.LG, stat.ML","Bahare Fatemi, Seyed Mehran Kazemi, David Poole",[]
,http://arxiv.org/abs/1705.10201v2,2017-05-29T14:07:33Z,,arXiv,cs.AI,http://arxiv.org/pdf/1705.10201v2.pdf,1705.10201v2,Machine Learned Learning Machines,"There are two common approaches for optimizing the performance of a machine: genetic algorithms and machine learning. A genetic algorithm is applied over many generations whereas machine learning works by applying feedback until the system meets a performance threshold. Though these are methods that typically operate separately, we combine evolutionary adaptation and machine learning into one approach. Our focus is on machines that can learn during their lifetime, but instead of equipping them with a machine learning algorithm we aim to let them evolve their ability to learn by themselves. We use evolvable networks of probabilistic and deterministic logic gates, known as Markov Brains, as our computational model organism. The ability of Markov Brains to learn is augmented by a novel adaptive component that can change its computational behavior based on feedback. We show that Markov Brains can indeed evolve to incorporate these feedback gates to improve their adaptability to variable environments. By combining these two methods, we now also implemented a computational model that can be used to study the evolution of learning.",cs.AI,"Leigh Sheneman, Arend Hintze",[]
,http://arxiv.org/abs/2004.12076v2,2020-04-25T07:45:20Z,,arXiv,quant-ph,http://arxiv.org/pdf/2004.12076v2.pdf,10.1088/2632-2153/ab9803,Quantum machine learning and quantum biomimetics: A perspective,"Quantum machine learning has emerged as an exciting and promising paradigm inside quantum technologies. It may permit, on the one hand, to carry out more efficient machine learning calculations by means of quantum devices, while, on the other hand, to employ machine learning techniques to better control quantum systems. Inside quantum machine learning, quantum reinforcement learning aims at developing ""intelligent"" quantum agents that may interact with the outer world and adapt to it, with the strategy of achieving some final goal. Another paradigm inside quantum machine learning is that of quantum autoencoders, which may allow one for employing fewer resources in a quantum device via a training process. Moreover, the field of quantum biomimetics aims at establishing analogies between biological and quantum systems, to look for previously inadvertent connections that may enable useful applications. Two recent examples are the concepts of quantum artificial life, as well as of quantum memristors. In this Perspective, we give an overview of these topics, describing the related research carried out by the scientific community.","quant-ph, cond-mat.mes-hall, cs.LG",Lucas Lamata,[]
,http://arxiv.org/abs/1912.05796v1,2019-12-12T06:52:12Z,,arXiv,cs.LG,http://arxiv.org/pdf/1912.05796v1.pdf,1912.05796v1,Automatic Layout Generation with Applications in Machine Learning Engine   Evaluation,"Machine learning-based lithography hotspot detection has been deeply studied recently, from varies feature extraction techniques to efficient learning models. It has been observed that such machine learning-based frameworks are providing satisfactory metal layer hotspot prediction results on known public metal layer benchmarks. In this work, we seek to evaluate how these machine learning-based hotspot detectors generalize to complicated patterns. We first introduce a automatic layout generation tool that can synthesize varies layout patterns given a set of design rules. The tool currently supports both metal layer and via layer generation. As a case study, we conduct hotspot detection on the generated via layer layouts with representative machine learning-based hotspot detectors, which shows that continuous study on model robustness and generality is necessary to prototype and integrate the learning engines in DFM flows. The source code of the layout generation tool will be available at https://github. com/phdyang007/layout-generation.","cs.LG, cs.AI, stat.ML","Haoyu Yang, Wen Chen, Piyush Pathak, Frank Gennari, Ya-Chieh Lai, Bei Yu",[]
,http://arxiv.org/abs/2306.16156v2,2023-06-28T12:37:23Z,,arXiv,cs.LG,http://arxiv.org/pdf/2306.16156v2.pdf,2306.16156v2,Recent Advances in Optimal Transport for Machine Learning,"Recently, Optimal Transport has been proposed as a probabilistic framework in Machine Learning for comparing and manipulating probability distributions. This is rooted in its rich history and theory, and has offered new solutions to different problems in machine learning, such as generative modeling and transfer learning. In this survey we explore contributions of Optimal Transport for Machine Learning over the period 2012 -- 2023, focusing on four sub-fields of Machine Learning: supervised, unsupervised, transfer and reinforcement learning. We further highlight the recent development in computational Optimal Transport and its extensions, such as partial, unbalanced, Gromov and Neural Optimal Transport, and its interplay with Machine Learning practice.","cs.LG, math.PR, stat.ML","Eduardo Fernandes Montesuma, Fred Ngolè Mboula, Antoine Souloumiac",[]
,http://arxiv.org/abs/1911.11374v1,2019-11-26T07:21:34Z,,arXiv,stat.ML,http://arxiv.org/pdf/1911.11374v1.pdf,1911.11374v1,Representation Learning: A Statistical Perspective,"Learning representations of data is an important problem in statistics and machine learning. While the origin of learning representations can be traced back to factor analysis and multidimensional scaling in statistics, it has become a central theme in deep learning with important applications in computer vision and computational neuroscience. In this article, we review recent advances in learning representations from a statistical perspective. In particular, we review the following two themes: (a) unsupervised learning of vector representations and (b) learning of both vector and matrix representations.","stat.ML, cs.LG","Jianwen Xie, Ruiqi Gao, Erik Nijkamp, Song-Chun Zhu, Ying Nian Wu",[]
,http://arxiv.org/abs/2002.03123v1,2020-02-08T09:04:21Z,,arXiv,cs.LG,http://arxiv.org/pdf/2002.03123v1.pdf,2002.03123v1,Towards a combinatorial characterization of bounded memory learning,"Combinatorial dimensions play an important role in the theory of machine learning. For example, VC dimension characterizes PAC learning, SQ dimension characterizes weak learning with statistical queries, and Littlestone dimension characterizes online learning.   In this paper we aim to develop combinatorial dimensions that characterize bounded memory learning. We propose a candidate solution for the case of realizable strong learning under a known distribution, based on the SQ dimension of neighboring distributions. We prove both upper and lower bounds for our candidate solution, that match in some regime of parameters. In this parameter regime there is an equivalence between bounded memory and SQ learning. We conjecture that our characterization holds in a much wider regime of parameters.","cs.LG, stat.ML","Alon Gonen, Shachar Lovett, Michal Moshkovitz",[]
